Block,Irrigation,Cultivar,Inoculum,Plant,30-Oct-20,19-Nov-20,30-Nov-20,14-Dec-20,11-Jan-21,25-Jan-21,8-Feb-21,22-Feb-21,8-Mar-21,22-Mar-21,5-Apr-21,17-Apr-21,M-4/17/2021,3-May-21,17-May-21,31-May-21,M-5/31/2021,14-Jun-21,28-Jun-21
3,Low,Fronteras,Control,7,,,,,,,,,,,,1,2,1,2,2,1,2,2
3,Low,Fronteras,Control,8,,,,,,,,,,,,1,1,1,1,2,1,2,2
3,Low,Fronteras,Control,9,,,,,,,,,,,,1,2,3,2,1,1,1,3
3,Low,Fronteras,Control,10,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Control,11,,,,,,,,,,,,0,1,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Control,12,,,,,,,,,,,,0,1,2,2,2,1,2,5
3,Low,Fronteras,Control,13,,,,,,,,,,,,1,2,1,1,1,1,2,5
3,Low,Fronteras,Control,14,,,,,,,,,,,,1,2,1,1,2,1,2,2
3,Low,Fronteras,Control,15,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Control,16,,,,,,,,,,,,0,1,1,1,0,1,2,5
3,Low,Fronteras,Control,17,,,,,,,,,,,,1,1,1,1,1,1,1,5
3,Low,Fronteras,Control,18,,,,,,,,,,,,1,1,1,1,2,1,2,5
3,Low,Fronteras,Control,19,,,,,,,,,,,,1,1,1,2,2,1,3,5
3,Low,Fronteras,Control,20,,,,,,,,,,,,0,1,1,2,2,1,2,2
3,Low,Fronteras,Control,21,,,,,,,,,,,,1,2,1,1,0,1,5,5
3,Low,Fronteras,Control,22,,,,,,,,,,,,1,2,3,5,5,4,5,5
3,Low,Fronteras,Control,23,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Control,24,,,,,,,,,,,,0,1,1,2,1,1,5,5
3,Low,Fronteras,Control,25,,,,,,,,,,,,1,2,1,2,1,1,2,5
3,Low,Fronteras,Control,26,,,,,,,,,,,,1,1,1,2,1,1,2,1
3,Low,Fronteras,Control,27,,,,,,,,,,,,1,2,2,3,2,1,2,2
3,Low,Fronteras,Control,28,,,,,,,,,,,,1,1,1,1,2,1,3,5
3,Low,Fronteras,Control,29,,,,,,,,,,,,1,2,2,3,2,1,5,5
3,Low,Fronteras,Control,30,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Control,1,,,,,,,,,,,,1,1,1,2,4,1,5,5
4,Low,Fronteras,Control,2,,,,,,,,,,,,0,1,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Control,3,,,,,,,,,,,,0,1,1,1,1,1,1,5
4,Low,Fronteras,Control,4,,,,,,,,,,,,0,1,1,1,1,1,1,2
4,Low,Fronteras,Control,5,,,,,,,,,,,,1,1,2,1,3,1,5,5
4,Low,Fronteras,Control,6,,,,,,,,,,,,0,1,1,0,0,1,0,1
4,Low,Fronteras,Control,7,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Control,8,,,,,,,,,,,,0,1,1,1,1,1,2,2
4,Low,Fronteras,Control,9,,,,,,,,,,,,1,1,2,2,2,1,2,2
4,Low,Fronteras,Control,10,,,,,,,,,,,,0,1,1,1,1,1,2,5
4,Low,Fronteras,Control,11,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Control,12,,,,,,,,,,,,1,1,1,0,5,1,5,5
4,Low,Fronteras,Control,13,,,,,,,,,,,,1,1,2,2,1,1,3,5
4,Low,Fronteras,Control,14,,,,,,,,,,,,0,1,3,2,5,1,5,5
4,Low,Fronteras,Control,15,,,,,,,,,,,,0,1,1,1,1,1,1,5
4,Low,Fronteras,Control,16,,,,,,,,,,,,0,1,3,1,1,1,1,1
4,Low,Fronteras,Control,17,,,,,,,,,,,,0,1,4,5,5,1,5,5
4,Low,Fronteras,Control,18,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Control,19,,,,,,,,,,,,0,1,3,3,5,1,5,5
4,Low,Fronteras,Control,20,,,,,,,,,,,,0,1,0,0,1,1,1,1
4,Low,Fronteras,Control,21,,,,,,,,,,,,0,1,1,1,1,1,5,sampled
4,Low,Fronteras,Control,22,,,,,,,,,,,,0,1,1,1,2,1,5,5
4,Low,Fronteras,Control,23,,,,,,,,,,,,1,1,1,1,1,1,2,5
4,Low,Fronteras,Control,24,,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Low,Fronteras,Control,25,,,,,,,,,,,,1,1,1,1,4,1,5,5
4,Low,Fronteras,Control,26,,,,,,,,,,,,0,1,1,1,1,1,2,2
4,Low,Fronteras,Control,27,,,,,,,,,,,,0,1,1,2,5,sampled,sampled,sampled
4,Low,Fronteras,Control,28,,,,,,,,,,,,0,1,1,1,0,1,4,5
4,Low,Fronteras,Control,29,,,,,,,,,,,,1,1,1,2,3,1,5,5
4,Low,Fronteras,Control,30,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Inoculated,1,,,,,,,,,,,,5,4,5,5,5,4,5,5
1,Low,Fronteras,Inoculated,2,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Inoculated,3,,,,,,,,,,,,1,1,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Inoculated,4,,,,,,,,,,,,1,2,2,3,3,3,3,4
1,Low,Fronteras,Inoculated,5,,,,,,,,,,,,5,4,5,5,5,4,5,5
1,Low,Fronteras,Inoculated,6,,,,,,,,,,,,3,3,4,5,5,4,5,sampled
1,Low,Fronteras,Inoculated,7,,,,,,,,,,,,2,3,3,5,5,4,5,5
1,Low,Fronteras,Inoculated,8,,,,,,,,,,,,2,2,2,4,5,4,5,5
1,Low,Fronteras,Inoculated,9,,,,,,,,,,,,5,4,5,5,5,4,5,5
1,Low,Fronteras,Inoculated,10,,,,,,,,,,,,4,3,5,5,5,4,5,5
1,Low,Fronteras,Inoculated,11,,,,,,,,,,,,1,2,2,4,5,4,5,5
1,Low,Fronteras,Inoculated,12,,,,,,,,,,,,1,1,2,2,1,1,2,2
1,Low,Fronteras,Inoculated,13,,,,,,,,,,,dead,5,4,5,x,x,x,x,x
1,Low,Fronteras,Inoculated,14,,,,,,,,,,,,3,2,4,5,5,4,5,5
1,Low,Fronteras,Inoculated,15,,,,,,,,,,,,2,2,2,2,5,4,5,5
1,Low,Fronteras,Inoculated,16,,,,,,,,,,,,2,2,2,5,5,4,5,5
1,Low,Fronteras,Inoculated,17,,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Low,Fronteras,Inoculated,18,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Inoculated,19,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Inoculated,20,,,,,,,,,,,,2,1,2,2,5,4,5,5
1,Low,Fronteras,Inoculated,21,,,,,,,,,,,dead,5,4,5,5,5,4,5,5
1,Low,Fronteras,Inoculated,22,,,,,,,,,,,,1,2,3,5,5,4,5,5
1,Low,Fronteras,Inoculated,23,,,,,,,,,,,,1,2,2,2,1,4,sampled,sampled
1,Low,Fronteras,Inoculated,24,,,,,,,,,,,,1,2,1,2,1,1,3,5
1,Low,Fronteras,Inoculated,25,,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Low,Fronteras,Inoculated,26,,,,,,,,,,,,1,2,2,3,3,2,5,5
1,Low,Fronteras,Inoculated,27,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Inoculated,28,,,,,,,,,,,,1,1,1,1,1,1,2,4
1,Low,Fronteras,Inoculated,29,,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Low,Fronteras,Inoculated,30,,,,,,,,,,,,1,1,1,1,1,1,5,5
2,Low,Fronteras,Inoculated,1,,,,,,,,,,,,3,2,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,2,,,,,,,,,,,,3,2,2,4,5,4,5,5
2,Low,Fronteras,Inoculated,3,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,4,,,,,,,,,,,,1,2,1,1,2,1,5,5
2,Low,Fronteras,Inoculated,5,,,,,,,,,,,,3,3,5,5,5,4,5,5
2,Low,Fronteras,Inoculated,6,,,,,,,,,,,,2,2,1,3,5,3,5,5
2,Low,Fronteras,Inoculated,7,,,,,,,,,,,,5,4,5,5,5,4,5,5
2,Low,Fronteras,Inoculated,8,,,,,,,,,,,,1,2,1,2,2,1,5,5
2,Low,Fronteras,Inoculated,9,,,,,,,,,,,,3,3,5,5,5,4,5,5
2,Low,Fronteras,Inoculated,10,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,11,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,12,,,,,,,,,,,,1,1,1,1,1,1,5,5
2,Low,Fronteras,Inoculated,13,,,,,,,,,,,,1,1,3,5,5,4,5,5
2,Low,Fronteras,Inoculated,14,,,,,,,,,,,,1,1,2,3,4,3,4,5
2,Low,Fronteras,Inoculated,15,,,,,,,,,,,,1,1,2,5,5,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,16,,,,,,,,,,,,1,1,2,4,5,4,5,5
2,Low,Fronteras,Inoculated,17,,,,,,,,,,,,2,3,5,5,5,4,5,5
2,Low,Fronteras,Inoculated,18,,,,,,,,,,,,1,1,1,4,5,4,5,5
2,Low,Fronteras,Inoculated,19,,,,,,,,,,,,1,1,1,3,2,1,2,2
2,Low,Fronteras,Inoculated,20,,,,,,,,,,,,1,1,1,3,5,4,5,5
2,Low,Fronteras,Inoculated,21,,,,,,,,,,,,1,1,1,2,2,1,5,5
2,Low,Fronteras,Inoculated,22,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,23,,,,,,,,,,,,1,1,1,4,5,4,5,5
2,Low,Fronteras,Inoculated,24,,,,,,,,,,,,1,1,1,5,5,4,5,5
2,Low,Fronteras,Inoculated,25,,,,,,,,,,,,1,2,2,3,2,1,2,4
2,Low,Fronteras,Inoculated,26,,,,,,,,,,,,1,1,4,5,5,4,5,5
2,Low,Fronteras,Inoculated,27,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,28,,,,,,,,,,,,1,2,2,2,2,1,1,2
2,Low,Fronteras,Inoculated,29,,,,,,,,,,,,2,2,5,5,5,4,5,5
2,Low,Fronteras,Inoculated,30,,,,,,,,,,,,2,2,4,4,5,4,5,5
3,Low,Fronteras,Inoculated,1,,,,,,,,,,,,1,1,5,5,5,1,5,5
3,Low,Fronteras,Inoculated,2,,,,,,,,,,,,2,2,4,2,2,1,2,2
3,Low,Fronteras,Inoculated,3,,,,,,,,,,,,1,1,1,2,2,1,2,4
3,Low,Fronteras,Inoculated,4,,,,,,,,,,,,1,1,1,2,2,1,4,5
3,Low,Fronteras,Inoculated,5,,,,,,,,,,,,1,2,3,5,5,4,5,5
3,Low,Fronteras,Inoculated,6,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Inoculated,7,,,,,,,,,,,,1,1,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Inoculated,8,,,,,,,,,,,,0,1,1,1,0,1,0,3
3,Low,Fronteras,Inoculated,9,,,,,,,,,,,,5,4,5,5,5,4,5,5
3,Low,Fronteras,Inoculated,10,,,,,,,,,,,,1,2,4,5,4,4,5,5
3,Low,Fronteras,Inoculated,11,,,,,,,,,,,,1,1,5,5,5,4,5,5
3,Low,Fronteras,Inoculated,12,,,,,,,,,,,,1,1,1,1,5,4,5,5
3,Low,Fronteras,Inoculated,13,,,,,,,,,,,,1,2,1,3,5,4,5,5
3,Low,Fronteras,Inoculated,14,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Inoculated,15,,,,,,,,,,,,2,2,4,2,2,1,3,5
3,Low,Fronteras,Inoculated,16,,,,,,,,,,,,1,2,1,2,1,1,1,1
3,Low,Fronteras,Inoculated,17,,,,,,,,,,,,1,2,1,5,5,4,5,5
3,Low,Fronteras,Inoculated,18,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Inoculated,19,,,,,,,,,,,,1,2,1,1,2,1,2,5
3,Low,Fronteras,Inoculated,20,,,,,,,,,,,,1,2,1,1,2,1,2,5
3,Low,Fronteras,Inoculated,21,,,,,,,,,,,,1,2,5,5,5,4,5,5
3,Low,Fronteras,Inoculated,22,,,,,,,,,,,,0,1,1,2,5,4,5,5
3,Low,Fronteras,Inoculated,23,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Inoculated,24,,,,,,,,,,,,1,1,1,2,5,4,5,5
3,Low,Fronteras,Inoculated,25,,,,,,,,,,,,1,1,1,2,1,1,4,5
3,Low,Fronteras,Inoculated,26,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Inoculated,27,,,,,,,,,,,,1,2,2,2,5,x,5,5
3,Low,Fronteras,Inoculated,28,,,,,,,,,,,,1,2,1,5,5,4,5,5
3,Low,Fronteras,Inoculated,29,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Inoculated,30,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Inoculated,1,,,,,,,,,,,,1,1,4,5,5,4,5,5
4,Low,Fronteras,Inoculated,2,,,,,,,,,,,,1,1,1,0,1,1,2,5
4,Low,Fronteras,Inoculated,3,,,,,,,,,,,,0,1,3,5,5,1,5,5
4,Low,Fronteras,Inoculated,4,,,,,,,,,,,,0,1,1,0,2,1,5,5
4,Low,Fronteras,Inoculated,5,,,,,,,,,,,,1,1,3,2,5,1,5,5
4,Low,Fronteras,Inoculated,6,,,,,,,,,,,,0,1,1,1,5,1,5,5
4,Low,Fronteras,Inoculated,7,,,,,,,,,,,,1,1,2,2,5,1,5,5
4,Low,Fronteras,Inoculated,8,,,,,,,,,,,,0,1,1,4,5,1,5,5
4,Low,Fronteras,Inoculated,9,,,,,,,,,,,,1,1,3,5,5,1,5,5
4,Low,Fronteras,Inoculated,10,,,,,,,,,,,,1,1,1,0,0,1,0,3
4,Low,Fronteras,Inoculated,11,,,,,,,,,,,,1,1,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Inoculated,12,,,,,,,,,,,,0,1,1,0,3,1,5,5
4,Low,Fronteras,Inoculated,13,,,,,,,,,,,,0,1,1,1,1,1,5,5
4,Low,Fronteras,Inoculated,14,,,,,,,,,,,,0,1,1,0,1,1,4,5
4,Low,Fronteras,Inoculated,15,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Inoculated,16,,,,,,,,,,,,0,1,1,0,1,1,5,5
4,Low,Fronteras,Inoculated,17,,,,,,,,,,,,0,1,3,5,5,1,5,5
4,Low,Fronteras,Inoculated,18,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Inoculated,19,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Inoculated,20,,,,,,,,,,,,0,1,3,5,5,1,5,5
4,Low,Fronteras,Inoculated,21,,,,,,,,,,,,1,1,2,3,2,1,2,5
4,Low,Fronteras,Inoculated,22,,,,,,,,,,,,1,1,1,1,1,1,3,5
4,Low,Fronteras,Inoculated,23,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Inoculated,24,,,,,,,,,,,,0,1,0,0,3,1,5,5
4,Low,Fronteras,Inoculated,25,,,,,,,,,,,,0,1,0,0,1,1,4,5
4,Low,Fronteras,Inoculated,26,,,,,,,,,,,,0,1,1,4,5,sampled,sampled,sampled
4,Low,Fronteras,Inoculated,27,,,,,,,,,,,,1,1,1,2,2,1,3,5
4,Low,Fronteras,Inoculated,28,,,,,,,,,,,,0,1,1,0,0,1,2,5
4,Low,Fronteras,Inoculated,29,,,,,,,,,,,,1,1,1,2,5,1,5,5
4,Low,Fronteras,Inoculated,30,,,,,,,,,,,,1,1,1,2,2,1,2,2
1,Low,Monterey,Control,1,,,,,,,,,,,,1,1,4,4,5,x,5,5
1,Low,Monterey,Control,2,,,,,,,,,,,,5,4,5,5,5,4,5,5
1,Low,Monterey,Control,3,,,,,,,,,,,,1,1,2,1,1,sampled,sampled,sampled
1,Low,Monterey,Control,4,,,,,,,,,,,,1,2,2,3,2,1,2,2
1,Low,Monterey,Control,5,,,,,,,,,,,,1,2,2,3,2,1,2,2
1,Low,Monterey,Control,6,,,,,,,,,,,,1,2,2,2,4,2,5,5
1,Low,Monterey,Control,7,,,,,,,,,,,,1,2,2,2,2,2,2,2
1,Low,Monterey,Control,8,,,,,,,,,,,,1,2,2,4,2,2,2,2
1,Low,Monterey,Control,9,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Low,Monterey,Control,10,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Monterey,Control,11,,,,,,,,,,,,1,3,4,4,2,1,2,2
1,Low,Monterey,Control,12,,,,,,,,,,,,1,3,3,4,3,2,2,3
1,Low,Monterey,Control,13,,,,,,,,,,,,1,2,2,4,2,1,2,5
1,Low,Monterey,Control,14,,,,,,,,,,,,2,3,5,5,5,4,5,5
1,Low,Monterey,Control,15,,,,,,,,,,,,1,2,2,4,2,1,2,2
1,Low,Monterey,Control,16,,,,,,,,,,,,1,3,2,2,2,1,2,3
1,Low,Monterey,Control,17,,,,,,,,,,,,1,3,3,3,2,1,2,2
1,Low,Monterey,Control,18,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Monterey,Control,19,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Monterey,Control,20,,,,,,,,,,,,1,3,5,5,5,4,5,5
1,Low,Monterey,Control,21,,,,,,,,,,,,1,3,4,4,4,1,2,2
1,Low,Monterey,Control,22,,,,,,,,,,,,2,3,3,4,5,4,5,5
1,Low,Monterey,Control,23,,,,,,,,,,,,1,3,3,4,5,4,4,4
1,Low,Monterey,Control,24,,,,,,,,,,,,2,3,4,4,4,3,3,5
1,Low,Monterey,Control,25,,,,,,,,,,,,1,3,3,3,2,1,3,5
1,Low,Monterey,Control,26,,,,,,,,,,,,3,3,5,5,4,4,3,3
1,Low,Monterey,Control,27,,,,,,,,,,,,1,3,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Monterey,Control,28,,,,,,,,,,,,1,3,3,4,3,3,3,2
1,Low,Monterey,Control,29,,,,,,,,,,,,1,3,2,3,2,2,3,2
1,Low,Monterey,Control,30,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Control,1,,,,,,,,,,,,2,1,4,5,5,4,5,5
2,Low,Monterey,Control,2,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Control,3,,,,,,,,,,,,2,2,5,5,5,4,5,sampled
2,Low,Monterey,Control,4,,,,,,,,,,,,1,2,2,1,1,1,1,5
2,Low,Monterey,Control,5,,,,,,,,,,,,1,2,1,2,2,1,2,2
2,Low,Monterey,Control,6,,,,,,,,,,,,2,2,2,2,2,1,2,2
2,Low,Monterey,Control,7,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Control,8,,,,,,,,,,,,1,1,1,1,1,1,1,3
2,Low,Monterey,Control,9,,,,,,,,,,,,1,1,1,5,5,4,5,5
2,Low,Monterey,Control,10,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Control,11,,,,,,,,,,,,1,1,2,2,2,1,2,5
2,Low,Monterey,Control,12,,,,,,,,,,,,1,1,1,2,2,1,2,1
2,Low,Monterey,Control,13,,,,,,,,,,,,1,1,0,0,1,1,3,5
2,Low,Monterey,Control,14,,,,,,,,,,,,1,1,1,1,2,1,2,1
2,Low,Monterey,Control,15,,,,,,,,,,,,1,1,1,2,1,1,2,1
2,Low,Monterey,Control,16,,,,,,,,,,,,1,1,1,2,2,1,1,5
2,Low,Monterey,Control,17,,,,,,,,,,,,0,1,1,1,1,1,1,5
2,Low,Monterey,Control,18,,,,,,,,,,,,1,2,2,2,1,1,1,0
2,Low,Monterey,Control,19,,,,,,,,,,,,1,2,2,2,2,1,1,1
2,Low,Monterey,Control,20,,,,,,,,,,,,1,2,2,2,1,1,3,3
2,Low,Monterey,Control,21,,,,,,,,,,,,0,1,2,2,2,1,2,5
2,Low,Monterey,Control,22,,,,,,,,,,,,1,2,2,2,2,1,2,5
2,Low,Monterey,Control,23,,,,,,,,,,,,1,2,2,2,1,1,2,5
2,Low,Monterey,Control,24,,,,,,,,,,,,0,1,1,1,1,1,4,5
2,Low,Monterey,Control,25,,,,,,,,,,,,0,1,4,4,3,1,3,5
2,Low,Monterey,Control,26,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Control,27,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Control,28,,,,,,,,,,,,0,1,1,2,2,1,2,2
2,Low,Monterey,Control,29,,,,,,,,,,,,2,2,2,2,2,1,3,4
2,Low,Monterey,Control,30,,,,,,,,,,,,1,1,1,1,2,sampled,sampled,sampled
3,Low,Monterey,Control,1,,,,,,,,,,,,0,1,1,2,2,1,1,1
3,Low,Monterey,Control,2,,,,,,,,,,,,0,1,1,1,1,1,5,sampled
3,Low,Monterey,Control,3,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Control,4,,,,,,,,,,,,0,1,0,0,0,1,5,5
3,Low,Monterey,Control,5,,,,,,,,,,,,2,2,3,5,5,4,5,5
3,Low,Monterey,Control,6,,,,,,,,,,,,2,1,5,5,5,4,5,5
3,Low,Monterey,Control,7,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Control,8,,,,,,,,,,,,0,1,1,4,5,1,5,5
3,Low,Monterey,Control,9,,,,,,,,,,,,1,2,1,3,1,1,2,0
3,Low,Monterey,Control,10,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Control,11,,,,,,,,,,,,1,2,1,2,2,1,2,2
3,Low,Monterey,Control,12,,,,,,,,,,,,0,1,1,2,5,1,5,5
3,Low,Monterey,Control,13,,,,,,,,,,,,1,1,4,3,5,1,5,5
3,Low,Monterey,Control,14,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Monterey,Control,15,,,,,,,,,,,,1,2,4,5,5,4,5,5
3,Low,Monterey,Control,16,,,,,,,,,,,,1,1,1,2,1,1,2,5
3,Low,Monterey,Control,17,,,,,,,,,,,,0,1,1,5,5,1,5,5
3,Low,Monterey,Control,18,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Control,19,,,,,,,,,,,,1,1,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Control,20,,,,,,,,,,,,0,1,0,0,0,1,5,5
3,Low,Monterey,Control,21,,,,,,,,,,,,1,1,4,5,5,1,5,5
3,Low,Monterey,Control,22,,,,,,,,,,,,1,1,4,5,5,1,5,5
3,Low,Monterey,Control,23,,,,,,,,,,,,1,1,3,3,4,1,5,5
3,Low,Monterey,Control,24,,,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Monterey,Control,25,,,,,,,,,,,,5,4,5,5,5,4,5,5
3,Low,Monterey,Control,26,,,,,,,,,,,,1,1,1,2,2,1,2,1
3,Low,Monterey,Control,27,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Control,28,,,,,,,,,,,,0,1,1,1,1,1,5,5
3,Low,Monterey,Control,29,,,,,,,,,,,,0,1,0,0,1,1,1,5
3,Low,Monterey,Control,30,,,,,,,,,,,,0,1,0,0,1,1,1,4
4,Low,Monterey,Control,1,,,,,,,,,,,,0,1,1,1,3,1,5,5
4,Low,Monterey,Control,2,,,,,,,,,,,,0,1,1,1,1,1,2,2
4,Low,Monterey,Control,3,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Monterey,Control,4,,,,,,,,,,,,1,1,2,2,1,1,5,5
4,Low,Monterey,Control,5,,,,,,,,,,,,0,1,3,5,5,1,5,5
4,Low,Monterey,Control,6,,,,,,,,,,,,0,1,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Monterey,Control,7,,,,,,,,,,,,0,1,1,1,1,1,4,5
4,Low,Monterey,Control,8,,,,,,,,,,,,0,1,1,1,1,1,4,5
4,Low,Monterey,Control,9,,,,,,,,,,,,0,1,1,2,5,1,5,5
4,Low,Monterey,Control,10,,,,,,,,,,,,0,1,1,1,1,1,1,3
4,Low,Monterey,Control,11,,,,,,,,,,,,0,1,1,2,2,1,3,5
