Block,Irrigation,Cultivar,Inoculum,Plant,29-Oct-19,5-Nov-19,19-Nov-19,3-Dec-19,16-Dec-19,14-Jan-20,27-Jan-20,11-Feb-20,25-Feb-20,9-Mar-20,24-Mar-20,14-Apr-20,28-Apr-20,12-May-20,26-May-20,9-Jun-20,23-Jun-20
4,Low,Fronteras,Control,26,,,dead,dead,dead,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Control,27,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Control,28,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Control,29,,"up, replaced",dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Low,Fronteras,Control,30,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Low,Fronteras,Inoculated,1,,,,,,,,,,,,,0,4,5,5,5
1,Low,Fronteras,Inoculated,2,,,,,,,,,,,,,0,0,3,5,5
1,Low,Fronteras,Inoculated,3,,,,,,,,,,,,,3,3,3,sampled,sampled
1,Low,Fronteras,Inoculated,4,,,,,,,,,,,,,2,3,5,5,5
1,Low,Fronteras,Inoculated,5,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Low,Fronteras,Inoculated,6,,,,,,,,,,,,,2,2,5,5,5
1,Low,Fronteras,Inoculated,7,,,,,,,,,,,,,0,2,5,5,5
1,Low,Fronteras,Inoculated,8,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Low,Fronteras,Inoculated,9,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Low,Fronteras,Inoculated,10,,,,,,,,,,,,,0,2,3,5,5
1,Low,Fronteras,Inoculated,11,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Inoculated,12,,,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Low,Fronteras,Inoculated,13,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Low,Fronteras,Inoculated,14,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Low,Fronteras,Inoculated,15,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Inoculated,16,,,,,,,,,,,,,0,1,2,4,5
1,Low,Fronteras,Inoculated,17,,,,,,,,,,,,,2,2,5,5,5
1,Low,Fronteras,Inoculated,18,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Inoculated,19,,,,,,,,,,,,,0,5,5,5,5
1,Low,Fronteras,Inoculated,20,,,,,,,,,,,,,0,5,5,5,5
1,Low,Fronteras,Inoculated,21,,,,,,,,,,,,,0,3,5,5,5
1,Low,Fronteras,Inoculated,22,,,,,,,,,,,,,0,2,2,2,2
1,Low,Fronteras,Inoculated,23,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Fronteras,Inoculated,24,,,,,,,,,,,,,0,2,5,5,5
1,Low,Fronteras,Inoculated,25,,,,,,,,,,,,,0,5,5,5,5
1,Low,Fronteras,Inoculated,26,,,,,,,,,,,,,0,4,5,5,5
1,Low,Fronteras,Inoculated,27,,,,,,,,,,,,,0,4,5,5,5
1,Low,Fronteras,Inoculated,28,,,,,,,,,,,,,0,5,5,5,5
1,Low,Fronteras,Inoculated,29,,,,,,,,,,,,,0,2,5,5,sampled
1,Low,Fronteras,Inoculated,30,,,,,,,,,,,,,0,2,5,5,5
2,Low,Fronteras,Inoculated,1,,,,,,,,,,,,,0,2,5,5,5
2,Low,Fronteras,Inoculated,2,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,3,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,4,,,,,,,,,,,,,2,2,5,5,5
2,Low,Fronteras,Inoculated,5,,,,,,,,,,,,,0,5,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,6,,,,,,,,,,,,,2,5,5,5,5
2,Low,Fronteras,Inoculated,7,,,,,,,,,,,,,0,2,4,5,5
2,Low,Fronteras,Inoculated,8,,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Low,Fronteras,Inoculated,9,,,,,,,,,,,,,0,5,5,5,5
2,Low,Fronteras,Inoculated,10,,,,,,,,,,,,,0,5,5,5,5
2,Low,Fronteras,Inoculated,11,,,,,,,,,,,,,0,1,3,5,5
2,Low,Fronteras,Inoculated,12,,,,,,,,,,,,,2,2,2,5,5
2,Low,Fronteras,Inoculated,13,,,,,,,,,,,,,2,2,5,5,5
2,Low,Fronteras,Inoculated,14,,,,,,,,,,,,,0,2,1,4,4
2,Low,Fronteras,Inoculated,15,,,,,,,,,,,,,0,2,2,2,2
2,Low,Fronteras,Inoculated,16,,,,,,,,,,,,,0,1,2,4,5
2,Low,Fronteras,Inoculated,17,,,,,,,,,,,small,,0,1,5,5,5
2,Low,Fronteras,Inoculated,18,,,,,,,,,,,,,0,5,5,5,5
2,Low,Fronteras,Inoculated,19,,,,,,,,,,,,,0,1,5,5,5
2,Low,Fronteras,Inoculated,20,,,,,,,,,,,,,2,2,2,2,2
2,Low,Fronteras,Inoculated,21,,,,,,,,,,,,,0,5,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,22,,,,,,,,,,,,,0,5,5,5,5
2,Low,Fronteras,Inoculated,23,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,24,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Low,Fronteras,Inoculated,25,,,,,,,,,,,,,0,5,5,5,5
2,Low,Fronteras,Inoculated,26,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,27,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Fronteras,Inoculated,28,,,,,,,,,,,,,0,1,1,4,2
2,Low,Fronteras,Inoculated,29,,,,,,,,,,,,,0,1,5,5,5
2,Low,Fronteras,Inoculated,30,,,,,,,,,,,,,0,2,5,5,5
3,Low,Fronteras,Inoculated,1,,,,,,,,,,,,,0,4,5,5,5
3,Low,Fronteras,Inoculated,2,,,,,,,,,,,,,0,4,5,5,5
3,Low,Fronteras,Inoculated,3,,,,,,,,,,,,,0,2,3,5,5
3,Low,Fronteras,Inoculated,4,,,,,,,,,,,,,0,1,2,5,sampled
3,Low,Fronteras,Inoculated,5,,,,,,,,,,,,,0,4,5,5,5
3,Low,Fronteras,Inoculated,6,,,,,,,,,,,,,0,4,5,5,5
3,Low,Fronteras,Inoculated,7,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Inoculated,8,,,,,,,,,,,,,0,2,5,5,5
3,Low,Fronteras,Inoculated,9,,,,,,,,,,,,,2,1,5,5,5
3,Low,Fronteras,Inoculated,10,,,,,,,,,,,,,0,1,2,4,5
3,Low,Fronteras,Inoculated,11,,,,,,,,,,,,,2,1,3,5,5
3,Low,Fronteras,Inoculated,12,,,,,,,,,,,,,0,1,2,2,2
3,Low,Fronteras,Inoculated,13,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Fronteras,Inoculated,14,,,,,,,,,,,,,0,1,2,sampled,sampled
3,Low,Fronteras,Inoculated,15,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Inoculated,16,,,,,,,,,,,,,2,5,5,5,5
3,Low,Fronteras,Inoculated,17,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Inoculated,18,,,,,,,,,,,,,0,1,5,5,5
3,Low,Fronteras,Inoculated,19,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Inoculated,20,,,,,,,,,,,,,0,1,2,2,3
3,Low,Fronteras,Inoculated,21,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Fronteras,Inoculated,22,,dead,dead,dead,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Inoculated,23,,,,,,,,,,,,,0,2,5,5,5
3,Low,Fronteras,Inoculated,24,,,,,,,,,,,,,0,1,2,3,5
3,Low,Fronteras,Inoculated,25,,,,,,,,,,,,,0,1,2,1,2
3,Low,Fronteras,Inoculated,26,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Inoculated,27,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
3,Low,Fronteras,Inoculated,28,,,,,,,,,,,,,0,2,2,2,2
3,Low,Fronteras,Inoculated,29,,"up out of hole, replaced",,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Fronteras,Inoculated,30,,,,,,,,,,,,,0,2,5,5,5
4,Low,Fronteras,Inoculated,1,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Inoculated,2,,,,,,,,,,,,,0,1,5,5,5
4,Low,Fronteras,Inoculated,3,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Inoculated,4,,,,,,,,,,,,,0,1,5,5,5
4,Low,Fronteras,Inoculated,5,,,,,,,,,,,,,2,1,5,5,5
4,Low,Fronteras,Inoculated,6,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Inoculated,7,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
4,Low,Fronteras,Inoculated,8,,,,,,,,,,,,,0,1,5,5,5
4,Low,Fronteras,Inoculated,9,,,,flower,flower,,,,,,,,0,2,5,5,5
4,Low,Fronteras,Inoculated,10,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Low,Fronteras,Inoculated,11,,,,,,,,,,,very small,,0,0,3,5,5
4,Low,Fronteras,Inoculated,12,,,,,,,,,,,,,0,1,3,5,5
4,Low,Fronteras,Inoculated,13,,,,,,,,,,,,,0,1,4,5,sampled
4,Low,Fronteras,Inoculated,14,,,,,,,,,,,,,0,1,5,5,5
4,Low,Fronteras,Inoculated,15,,,,,,,,,,,,,2,5,5,5,5
4,Low,Fronteras,Inoculated,16,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Fronteras,Inoculated,17,,,,,,,,,,,,,0,1,1,2,2
4,Low,Fronteras,Inoculated,18,,,,,,,,,,,,,2,3,5,5,5
4,Low,Fronteras,Inoculated,19,,,,,,,,,,,,,0,1,1,sampled,sampled
4,Low,Fronteras,Inoculated,20,out of hole,,,,,,,,,,,,0,2,5,5,5
4,Low,Fronteras,Inoculated,21,,,,,,,,,,,,,0,5,5,sampled,sampled
4,Low,Fronteras,Inoculated,22,,,,,,,,,,,,,2,3,5,5,5
4,Low,Fronteras,Inoculated,23,,,,,,,,,,,,,0,5,5,5,5
4,Low,Fronteras,Inoculated,24,,,,,,,,,,,,,0,1,2,3,5
4,Low,Fronteras,Inoculated,25,,,,,,,,,,,,,0,5,5,5,5
4,Low,Fronteras,Inoculated,26,,,,,,,,,,,,,0,2,5,5,5
4,Low,Fronteras,Inoculated,27,,,,,,,,,,,,,0,3,5,5,5
4,Low,Fronteras,Inoculated,28,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Low,Fronteras,Inoculated,29,,,,,,,,,,,,,0,1,2,2,3
4,Low,Fronteras,Inoculated,30,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Monterey,Control,1,,,,,,,,,,,,,0,1,2,1,2
1,Low,Monterey,Control,2,,,,,flower,,,,,,,,0,1,1,1,2
1,Low,Monterey,Control,3,,,,,,,,,,,,,0,1,1,1,2
1,Low,Monterey,Control,4,,,,,,,,,,,,,0,1,2,2,2
1,Low,Monterey,Control,5,,,,,flower,,,,,,,,0,1,5,5,5
1,Low,Monterey,Control,6,,no green,,,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Monterey,Control,7,,,,,,,,,,,,,0,1,2,2,3
1,Low,Monterey,Control,8,,,flower,flower,flower,,,,,,,,0,2,2,1,2
1,Low,Monterey,Control,9,,,,,flower,,,,,,,,0,2,2,3,3
1,Low,Monterey,Control,10,,,,,,,,,,,,,0,1,5,5,5
1,Low,Monterey,Control,11,,,flower,flower,flower,,,,,,,,0,1,2,1,2
1,Low,Monterey,Control,12,,,,,,,,,,,,,0,2,2,2,4
1,Low,Monterey,Control,13,,,,,,,,,,,,,0,3,3,2,1
1,Low,Monterey,Control,14,,,,,,,,,,,,,0,1,1,1,1
1,Low,Monterey,Control,15,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Monterey,Control,16,,,,,,,,,,,,,0,2,2,1,2
1,Low,Monterey,Control,17,,,,,flower,,,,,,,,0,1,4,5,5
1,Low,Monterey,Control,18,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Monterey,Control,19,,no green,,,,,,,,,,,0,1,5,sampled,sampled
1,Low,Monterey,Control,20,,,,,,,,,,,,,0,1,1,2,2
1,Low,Monterey,Control,21,,,,,,,,,,,,,2,1,2,2,1
1,Low,Monterey,Control,22,,,,,,,,,,,,,0,1,2,2,1
1,Low,Monterey,Control,23,,,,,,,,,,,,,0,1,2,2,2
1,Low,Monterey,Control,24,,,,,,,,,,,,,2,2,2,2,2
1,Low,Monterey,Control,25,,,flower,flower,flower,,,,,,,,2,2,2,2,2
1,Low,Monterey,Control,26,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Low,Monterey,Control,27,,,,,,,,,,,,,0,1,1,2,5
1,Low,Monterey,Control,28,,no green,flower,,,,,,,,,,0,1,1,4,5
1,Low,Monterey,Control,29,,,,,,,,,,,,,0,1,2,5,5
1,Low,Monterey,Control,30,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Control,1,,no green,,,flower,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Low,Monterey,Control,2,,,"flower, sample",gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Low,Monterey,Control,3,,,,,flower,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Control,4,,,,,,,,,,,,,0,2,2,2,2
2,Low,Monterey,Control,5,,,,,,,,,,,,,0,2,2,4,5
2,Low,Monterey,Control,6,,,,,,,,,,,,,0,2,2,2,2
2,Low,Monterey,Control,7,,,,flower,,,,,,,,,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Control,8,,,,,,,,,,,,,0,1,2,1,2
2,Low,Monterey,Control,9,,,,,,,,,,,,,0,1,3,5,sampled
2,Low,Monterey,Control,10,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Control,11,,,,,,,,,,,,,0,1,2,1,3
2,Low,Monterey,Control,12,,,,,,,,,,,,,0,1,3,2,2
2,Low,Monterey,Control,13,,no green,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Low,Monterey,Control,14,,,,,,,,,,,,,0,2,2,3,2
2,Low,Monterey,Control,15,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Control,16,,,,,flower,,,,,,,,0,2,2,2,2
2,Low,Monterey,Control,17,,,,,flower,,,,,,,,0,1,4,5,5
2,Low,Monterey,Control,18,,no green,,,,,,,,,,,0,1,5,5,5
2,Low,Monterey,Control,19,,,,,flower,,,,,,,,0,2,1,3,5
2,Low,Monterey,Control,20,,,,,,,,,,,,,2,3,3,4,3
2,Low,Monterey,Control,21,,no green,,,,,,,,,,,0,1,2,5,5
2,Low,Monterey,Control,22,,,,,,,,,,,,,2,2,4,5,5
2,Low,Monterey,Control,23,,,,sensor,,,,,,,,,0,1,2,2,5
2,Low,Monterey,Control,24,,,,,,,,,,,,,0,2,2,2,2
2,Low,Monterey,Control,25,,,,,,,,,,,,,0,1,1,4,5
2,Low,Monterey,Control,26,,,flower,flower,flower,,,,,,,,0,1,2,2,2
2,Low,Monterey,Control,27,,,,,,,,,,,,,2,2,2,2,2
2,Low,Monterey,Control,28,,,,,,,,,,,,,0,2,5,5,5
2,Low,Monterey,Control,29,,,,,,,,,,,,,0,1,3,5,5
2,Low,Monterey,Control,30,,,,,,,,,,,,,0,2,2,4,5
3,Low,Monterey,Control,1,,,flower,flower,flower,,,,,,,,0,1,5,5,5
3,Low,Monterey,Control,2,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Control,3,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Monterey,Control,4,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Monterey,Control,5,,,,,flower,,,,,,,,0,0,1,3,5
3,Low,Monterey,Control,6,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Monterey,Control,7,,,,,,,,,,,,,0,1,2,1,2
3,Low,Monterey,Control,8,,no green,,,,,,,,,,,0,1,1,1,2
3,Low,Monterey,Control,9,,,,,,,,,,,,,0,1,1,1,2
3,Low,Monterey,Control,10,,,,,,,,,,,,,0,0,1,1,5
3,Low,Monterey,Control,11,out of hole,no green,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Control,12,,,,,,,,,,,,,0,2,3,3,3
3,Low,Monterey,Control,13,,,,,,,,,,,,,0,1,2,4,5
3,Low,Monterey,Control,14,out of hole,no green,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Control,15,,,,,flower,,,,,,,,2,3,4,4,2
3,Low,Monterey,Control,16,,,,,flower,,,,,,,,0,1,2,1,2
3,Low,Monterey,Control,17,,,,,,,,,,,,,0,0,3,5,5
3,Low,Monterey,Control,18,out of hole,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Control,19,,,,,flower,,,,,,,,0,2,2,2,3
3,Low,Monterey,Control,20,,,,,,,,,,,,,2,2,3,2,2
3,Low,Monterey,Control,21,,,,,,,,,,,,,0,1,5,5,5
3,Low,Monterey,Control,22,,,flower,flower,,,,,,,,,0,3,4,3,2
3,Low,Monterey,Control,23,,,,,,,,,,,,,2,1,2,1,2
3,Low,Monterey,Control,24,,,,,,,,,,,,,0,2,2,2,2
3,Low,Monterey,Control,25,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Monterey,Control,26,,,,,,,,,,,,,2,3,2,1,2
3,Low,Monterey,Control,27,,,,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Control,28,,,flower,flower,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Monterey,Control,29,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Monterey,Control,30,,,,,,,,,,,,,0,1,2,sampled,sampled
4,Low,Monterey,Control,1,,,,flower,flower,,,,,,,,2,1,2,5,5
4,Low,Monterey,Control,2,,,,,flower,,,,,,,,0,1,1,1,2
4,Low,Monterey,Control,3,,,,,flower,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Monterey,Control,4,,,,,,,,,,,,,0,1,1,2,3
4,Low,Monterey,Control,5,,,,,,,,,,,,,0,5,5,5,5
4,Low,Monterey,Control,6,,,,,,,,,,,,,0,2,3,2,2
4,Low,Monterey,Control,7,,,,,flower,,,,,,,,0,1,1,sampled,sampled
4,Low,Monterey,Control,8,,,,flower,flower,,,,,,,,0,0,1,1,2
4,Low,Monterey,Control,9,,,,,,,,,,,,,2,2,5,5,5
4,Low,Monterey,Control,10,,,flower,flower,flower,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Control,11,,,,flower,flower,,,,,,,,0,5,5,5,5
4,Low,Monterey,Control,12,,,,flower,flower,,,,,,,,0,2,3,2,2
4,Low,Monterey,Control,13,,,,flower,flower,,,,,,,,0,1,2,2,2
4,Low,Monterey,Control,14,,,,,flower,,,,,,,,2,2,3,2,2
4,Low,Monterey,Control,15,,,,,,,,,,,,,0,2,2,3,5
4,Low,Monterey,Control,16,,,,,,,,,,,,,0,1,1,1,1
4,Low,Monterey,Control,17,,,flower,flower,flower,,,,,,,,2,3,3,3,2
4,Low,Monterey,Control,18,,,,sensor,,,,,,,,,2,3,3,3,1
4,Low,Monterey,Control,19,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Monterey,Control,20,,,,,,,,,,,,,0,1,2,1,1
4,Low,Monterey,Control,21,,,,,flower,,,,,,,,2,2,3,2,2
4,Low,Monterey,Control,22,,,,,,,,,,,,,0,1,1,2,2
4,Low,Monterey,Control,23,,,,,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Monterey,Control,24,,,,,flower,,,,,,,,2,1,2,4,3
4,Low,Monterey,Control,25,,,,flower,flower,,,,,,,,3,3,2,2,2
4,Low,Monterey,Control,26,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Control,27,,,,flower,flower,,,,,,,,sampled,sampled,sampled,sampled,sampled
4,Low,Monterey,Control,28,,,,,,,,,,,,,0,2,2,2,2
4,Low,Monterey,Control,29,,,,flower,flower,,,,,,,,0,2,2,2,2
4,Low,Monterey,Control,30,,,,little green,little green,,little green,,,,,,0,1,1,2,2
1,Low,Monterey,Inoculated,1,,,,,flower,,,,,,,,0,3,5,5,5
1,Low,Monterey,Inoculated,2,,,,,,,,,,,,,0,0,1,1,1
1,Low,Monterey,Inoculated,3,,,,,,,,,,,,,0,1,4,5,4
1,Low,Monterey,Inoculated,4,,,,,flower,,,,,,,,0,0,2,4,5
1,Low,Monterey,Inoculated,5,out of hole,,,,,,,,,,,,gone,gone,gone,gone,gone
1,Low,Monterey,Inoculated,6,,,,,,,,,,,,,0,1,2,1,2
1,Low,Monterey,Inoculated,7,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Monterey,Inoculated,8,,,,,,,,,,,,,0,0,2,2,5
1,Low,Monterey,Inoculated,9,,,,,flower,,,,,,,,0,2,5,5,5
1,Low,Monterey,Inoculated,10,,,,,flower,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Monterey,Inoculated,11,,,,,flower,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Monterey,Inoculated,12,,,,,,,,,,,,,0,2,2,1,1
1,Low,Monterey,Inoculated,13,,,,,,,,,,,,,0,1,1,3,5
1,Low,Monterey,Inoculated,14,,,,,flower,,,,,,,,0,1,1,sampled,sampled
1,Low,Monterey,Inoculated,15,,,,,flower,,,,,,,,0,1,2,2,5
1,Low,Monterey,Inoculated,16,,,,,flower,,,,,,small,,2,5,5,5,5
1,Low,Monterey,Inoculated,17,,,,,flower,,,,,,,,0,1,2,3,2
1,Low,Monterey,Inoculated,18,  ,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Low,Monterey,Inoculated,19,,,,,,,,,,,,,0,1,1,2,2
1,Low,Monterey,Inoculated,20,,,,,,,,,,,,,0,1,1,2,5
1,Low,Monterey,Inoculated,21,,,,,,,,,,,,,0,0,1,1,2
1,Low,Monterey,Inoculated,22,,,,,,,,,,,,,2,1,5,5,5
1,Low,Monterey,Inoculated,23,,,,,,,,,,,,,2,1,3,4,5
1,Low,Monterey,Inoculated,24,,,,flower,flower,,,,,,,,2,5,sampled,sampled,sampled
1,Low,Monterey,Inoculated,25,,,,flower,flower,,,,,,,,0,0,3,4,5
1,Low,Monterey,Inoculated,26,,,flower,flower,flower,,,,,,,,0,1,2,5,5
1,Low,Monterey,Inoculated,27,,,,,flower,,,,,,,,0,2,5,5,5
1,Low,Monterey,Inoculated,28,,,,,,,,,,,,,2,2,5,5,5
1,Low,Monterey,Inoculated,29,,,flower,flower,flower,,,,,,,,0,2,2,1,2
1,Low,Monterey,Inoculated,30,,,,,,,,,,,,,0,1,1,1,2
2,Low,Monterey,Inoculated,1,,,,flower,flower,,,,,,,,2,1,5,5,5
2,Low,Monterey,Inoculated,2,,,,,,,,,,,,,0,1,2,1,5
2,Low,Monterey,Inoculated,3,,,,,,,,,,,,,2,2,5,5,5
2,Low,Monterey,Inoculated,4,,,,,,,,,,,,,0,1,1,2,4
2,Low,Monterey,Inoculated,5,,,,flower,flower,,,dead,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Low,Monterey,Inoculated,6,,,,flower,flower,,,,,,,,0,0,2,1,2
2,Low,Monterey,Inoculated,7,,,,,,,,,,,,,2,3,3,1,5
2,Low,Monterey,Inoculated,8,,,flower,flower,flower,,,,,,,,0,1,5,5,sampled
2,Low,Monterey,Inoculated,9,,,,,,,,,,,,,2,5,sampled,sampled,sampled
2,Low,Monterey,Inoculated,10,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Inoculated,11,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Inoculated,12,,,,,,,,,,,,,0,1,1,1,4
2,Low,Monterey,Inoculated,13,,,,,,,,,,,,,0,1,1,3,5
2,Low,Monterey,Inoculated,14,,,flower,flower,flower,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Low,Monterey,Inoculated,15,,,,,,,,,,,,,0,0,2,1,2
2,Low,Monterey,Inoculated,16,,,flower,flower,,,,,,,small,,0,1,5,5,5
2,Low,Monterey,Inoculated,17,,,,,,,,,,,,,3,2,5,5,5
2,Low,Monterey,Inoculated,18,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
