Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
75,Irvine,South Coast Valleys,6/27/2019,178,5.64, ,0.20, ,337, ,1.7, ,25.3, ,15.4, ,19.4, ,90, ,57, ,74, ,14.7, ,1.6, ,142.5, ,22.3, 
75,Irvine,South Coast Valleys,6/28/2019,179,5.88, ,0.00, ,344, ,1.7, ,25.7, ,14.9, ,20.0, ,89, ,54, ,73, ,15.0, ,1.8, ,158.9, ,22.6, 
75,Irvine,South Coast Valleys,6/29/2019,180,5.52, ,1.10, ,299, ,1.6, ,27.7, ,13.8, ,20.5, ,94, ,39, ,65, ,13.6, ,1.4, ,125.2, ,22.6, 
75,Irvine,South Coast Valleys,6/30/2019,181,6.59, ,0.00, ,366,R,1.5, ,29.5, ,14.5, ,21.7, ,86, ,34, ,59, ,13.3, ,1.7, ,142.6, ,22.8, 
75,Irvine,South Coast Valleys,7/1/2019,182,6.40, ,0.90, ,367,R,1.6, ,28.0, ,13.5, ,20.5, ,90, ,43, ,66, ,13.9, ,1.6, ,141.1, ,22.9, 
75,Irvine,South Coast Valleys,7/2/2019,183,6.20, ,0.00, ,359, ,1.7, ,26.4, ,16.2, ,20.7, ,92, ,46, ,69, ,14.9, ,1.9, ,167.4, ,23.1, 
75,Irvine,South Coast Valleys,7/3/2019,184,5.96, ,0.00, ,343, ,1.6, ,25.3, ,16.5, ,20.2, ,86, ,56, ,69, ,14.4, ,2.6,R,226.3,R,23.2, 
75,Irvine,South Coast Valleys,7/4/2019,185,5.99, ,0.00, ,345, ,1.6, ,25.1, ,17.3, ,20.2, ,86, ,54, ,69, ,14.3, ,2.1,Y,184.3,Y,23.3, 
75,Irvine,South Coast Valleys,7/5/2019,186,5.60, ,0.10, ,328, ,1.7, ,25.4, ,15.9, ,20.1, ,90, ,58, ,73, ,15.3, ,1.9, ,162.1, ,23.5, 
75,Irvine,South Coast Valleys,7/6/2019,187,5.07, ,0.00, ,304, ,1.8, ,25.6, ,17.2, ,19.8, ,87, ,60, ,76, ,15.4, ,1.8, ,156.5, ,23.6, 
75,Irvine,South Coast Valleys,7/7/2019,188,4.46, ,0.90, ,269, ,1.7, ,24.2, ,16.3, ,19.2, ,92, ,58, ,75, ,14.8, ,2.3,R,196.0,R,23.5, 
75,Irvine,South Coast Valleys,7/8/2019,189,4.63, ,0.00, ,273, ,1.6, ,23.6, ,16.6, ,19.5, ,82, ,57, ,70, ,13.9, ,2.1,Y,182.6,Y,23.3, 
75,Irvine,South Coast Valleys,7/9/2019,190,6.05, ,0.00, ,346, ,1.7, ,26.6, ,16.0, ,21.0, ,87, ,51, ,68, ,14.9, ,1.9, ,161.2, ,23.4, 
75,Irvine,South Coast Valleys,7/10/2019,191,5.93, ,0.00, ,342, ,1.8, ,26.8, ,15.6, ,21.1, ,90, ,54, ,72, ,15.8, ,1.7, ,146.0, ,23.5, 
75,Irvine,South Coast Valleys,7/11/2019,192,5.99, ,0.00, ,341, ,1.8, ,28.1, ,15.4, ,21.2, ,97, ,52, ,73, ,16.2, ,1.7, ,144.4, ,23.6, 
75,Irvine,South Coast Valleys,7/12/2019,193,6.05, ,0.00, ,344, ,1.9, ,28.3, ,16.2, ,21.6, ,96, ,50, ,73, ,16.6, ,1.7, ,145.7, ,23.8, 
75,Irvine,South Coast Valleys,7/13/2019,194,5.83, ,0.00, ,334, ,1.9, ,28.2, ,16.4, ,21.5, ,95, ,54, ,76, ,17.1, ,1.8, ,159.8, ,23.9, 
75,Irvine,South Coast Valleys,7/14/2019,195,6.15, ,0.00, ,350, ,1.9, ,28.6, ,17.4, ,21.7, ,93, ,54, ,75, ,17.0, ,1.8, ,158.4, ,24.2, 
75,Irvine,South Coast Valleys,7/15/2019,196,6.27, ,0.00, ,353, ,1.9, ,29.3, ,17.2, ,22.3, ,94, ,51, ,72, ,16.9, ,1.6, ,135.3, ,24.3, 
75,Irvine,South Coast Valleys,7/16/2019,197,6.35, ,0.00, ,360,R,1.9, ,30.0, ,15.0, ,21.7, ,92, ,47, ,71, ,16.3, ,1.9, ,161.7, ,24.2, 
75,Irvine,South Coast Valleys,7/17/2019,198,5.96, ,0.00, ,347, ,1.8, ,26.7, ,16.8, ,20.6, ,90, ,57, ,74, ,15.8, ,2.0, ,173.7, ,24.2, 
75,Irvine,South Coast Valleys,7/18/2019,199,5.70, ,0.00, ,330, ,1.8, ,27.0, ,17.3, ,20.7, ,86, ,55, ,73, ,15.7, ,1.8, ,153.4, ,24.2, 
75,Irvine,South Coast Valleys,7/19/2019,200,5.88, ,0.00, ,347, ,1.7, ,24.9, ,16.7, ,20.3, ,86, ,57, ,71, ,14.9, ,1.9, ,166.8, ,24.1, 
75,Irvine,South Coast Valleys,7/20/2019,201,5.97, ,0.00, ,343, ,1.7, ,25.9, ,16.1, ,21.0, ,87, ,52, ,68, ,14.8, ,1.8, ,154.8, ,24.1, 
75,Irvine,South Coast Valleys,7/21/2019,202,6.10, ,0.00, ,347, ,1.8, ,29.1, ,14.7, ,21.0, ,92, ,47, ,71, ,15.7, ,1.7, ,149.7, ,23.9, 
75,Irvine,South Coast Valleys,7/22/2019,203,5.15, ,0.00, ,286, ,1.9, ,30.3, ,16.8, ,22.6, ,90, ,50, ,68, ,16.5, ,1.6, ,141.6, ,23.9, 
75,Irvine,South Coast Valleys,7/23/2019,204,6.36, ,1.00, ,309, ,1.9, ,33.8, ,20.5, ,25.7,Y,89, ,35, ,58,Y,16.8,Y,1.7, ,148.7, ,24.3, 
75,Irvine,South Coast Valleys,7/24/2019,205,6.96,R,0.00, ,329, ,1.7, ,34.5,Y,19.1, ,26.3,Y,78, ,32, ,51,Y,15.2,Y,1.9, ,160.3, ,24.5, 
75,Irvine,South Coast Valleys,7/25/2019,206,4.89, ,1.50, ,229, ,1.8, ,33.6, ,20.8, ,26.0,Y,87, ,27, ,54,Y,16.0,Y,1.5, ,127.4, ,24.6, 
75,Irvine,South Coast Valleys,7/26/2019,207,6.47, ,0.00, ,336, ,1.9, ,31.7, ,19.0, ,24.8, ,84, ,38, ,60, ,16.6, ,1.5, ,132.1, ,24.7, 
75,Irvine,South Coast Valleys,7/27/2019,208,6.43, ,1.20, ,345, ,1.9, ,31.0, ,17.5, ,24.0, ,86, ,45, ,63, ,16.5, ,1.6, ,136.1, ,24.7, 
75,Irvine,South Coast Valleys,7/28/2019,209,6.10, ,0.00, ,343, ,2.0, ,29.2, ,17.4, ,22.7, ,89, ,56, ,72, ,17.4, ,1.8, ,157.6, ,24.7, 
75,Irvine,South Coast Valleys,7/29/2019,210,5.36, ,0.40,H,311, ,2.0, ,27.3, ,17.7, ,21.4, ,92, ,57, ,77, ,17.2, ,1.7, ,146.3, ,24.9, 
75,Irvine,South Coast Valleys,7/30/2019,211,5.47, ,0.00, ,314, ,1.9, ,27.6, ,17.9, ,21.8, ,87, ,56, ,73, ,16.8, ,1.8, ,159.6, ,24.9, 
75,Irvine,South Coast Valleys,7/31/2019,212,5.44, ,0.00, ,316, ,2.0, ,27.2, ,17.3, ,21.5, ,97, ,59, ,77, ,17.3, ,1.7, ,144.4, ,24.8, 
75,Irvine,South Coast Valleys,8/1/2019,213,5.97, ,0.00, ,329, ,2.0, ,28.6, ,17.0, ,22.5, ,92, ,55, ,72, ,17.3, ,1.8, ,153.2, ,24.8, 
75,Irvine,South Coast Valleys,8/2/2019,214,5.99, ,0.00, ,332, ,1.8, ,30.2, ,16.0, ,22.2, ,98, ,43, ,69, ,16.2, ,1.6, ,139.4, ,24.7, 
75,Irvine,South Coast Valleys,8/3/2019,215,5.91, ,0.10,H,317, ,1.8, ,30.3, ,15.7, ,22.3, ,99, ,39, ,67, ,16.0, ,1.5, ,131.2, ,24.5, 
75,Irvine,South Coast Valleys,8/4/2019,216,5.80, ,0.10,H,316, ,1.9, ,29.9, ,16.5, ,22.5, ,100, ,41, ,71, ,17.0, ,1.7, ,142.6, ,24.4, 
75,Irvine,South Coast Valleys,8/5/2019,217,6.13, ,0.00, ,331, ,1.9, ,30.6, ,17.1, ,23.1, ,100, ,41, ,68, ,16.9, ,1.8, ,157.7, ,24.5, 
75,Irvine,South Coast Valleys,8/6/2019,218,5.92, ,0.00, ,321, ,2.0, ,30.0, ,16.8, ,22.6, ,89, ,51, ,71, ,17.1, ,1.8, ,156.6, ,24.4, 
75,Irvine,South Coast Valleys,8/7/2019,219,5.40, ,0.00, ,304, ,2.0, ,27.2, ,18.8, ,21.9, ,90, ,58, ,75, ,17.3, ,1.9, ,163.6, ,24.5, 
75,Irvine,South Coast Valleys,8/8/2019,220,5.79, ,1.10,H,335, ,1.9, ,27.1, ,17.2, ,21.5, ,97, ,54, ,74, ,16.7, ,1.8, ,159.1, ,24.6, 
75,Irvine,South Coast Valleys,8/9/2019,221,5.95, ,0.00, ,334, ,1.8, ,28.9, ,15.3, ,21.0, ,99, ,41, ,71, ,15.5, ,1.6, ,139.8, ,24.4, 
75,Irvine,South Coast Valleys,8/10/2019,222,5.50, ,0.10, ,320, ,1.8, ,26.7, ,14.7, ,20.2, ,99, ,54, ,75, ,15.6, ,1.6, ,142.2, ,24.1, 
75,Irvine,South Coast Valleys,8/11/2019,223,5.44, ,0.00, ,316, ,1.8, ,27.1, ,15.4, ,20.4, ,98, ,55, ,76, ,16.1, ,1.8, ,155.8, ,24.0, 
75,Irvine,South Coast Valleys,8/12/2019,224,5.56, ,0.00, ,323, ,1.9, ,27.1, ,16.2, ,20.9, ,99, ,55, ,76, ,16.4, ,1.7, ,147.7, ,24.0, 
75,Irvine,South Coast Valleys,8/13/2019,225,5.84, ,0.00, ,328, ,1.8, ,28.7, ,16.4, ,21.7, ,98, ,46, ,71, ,16.2, ,1.6, ,142.5, ,24.1, 
75,Irvine,South Coast Valleys,8/14/2019,226,5.98, ,0.00, ,330,R,1.8, ,30.5, ,14.9, ,21.7, ,99, ,41, ,70, ,15.9, ,1.6, ,137.9, ,23.9, 
75,Irvine,South Coast Valleys,8/15/2019,227,5.80, ,0.00, ,324, ,1.8, ,29.5, ,14.7, ,21.0, ,100, ,44, ,72, ,15.7, ,1.5, ,133.7, ,23.9, 
75,Irvine,South Coast Valleys,8/16/2019,228,5.63, ,0.00, ,326, ,1.8, ,27.8, ,16.4, ,20.7, ,92, ,53, ,73, ,15.6, ,1.9, ,163.6, ,23.9, 
75,Irvine,South Coast Valleys,8/17/2019,229,5.25, ,0.00, ,308, ,1.7, ,25.5, ,15.6, ,20.2, ,94, ,57, ,73, ,15.2, ,1.9, ,164.9, ,23.9, 
75,Irvine,South Coast Valleys,8/18/2019,230,4.97, ,0.00, ,286, ,1.8, ,27.0, ,16.1, ,20.3, ,95, ,54, ,74, ,15.4, ,1.8, ,154.3, ,23.9, 
75,Irvine,South Coast Valleys,8/19/2019,231,4.99, ,0.10,H,288, ,1.8, ,27.7, ,16.1, ,20.7, ,99, ,54, ,76, ,16.2, ,1.7, ,143.9, ,23.8, 
75,Irvine,South Coast Valleys,8/20/2019,232,5.73, ,0.00, ,326,R,1.8, ,28.6, ,14.5, ,21.3, ,99, ,49, ,71, ,15.8, ,1.5, ,131.8, ,23.6, 
75,Irvine,South Coast Valleys,8/21/2019,233,6.12, ,0.00, ,333,R,1.6, ,30.6, ,12.8, ,22.1, ,98, ,35, ,61, ,14.3, ,1.6, ,133.9, ,23.5, 
75,Irvine,South Coast Valleys,8/22/2019,234,5.55, ,0.00, ,315, ,1.8, ,28.3, ,15.1, ,20.7, ,93, ,53, ,72, ,15.5, ,2.0,Y,175.7,Y,23.5, 
75,Irvine,South Coast Valleys,8/23/2019,235,5.32, ,0.00, ,303, ,1.8, ,27.3, ,17.4, ,21.5, ,86, ,53, ,69, ,15.6, ,1.7, ,149.2, ,23.7, 
75,Irvine,South Coast Valleys,8/24/2019,236,5.73, ,0.00, ,316, ,1.9, ,30.3, ,15.1, ,22.6, ,99, ,46, ,70, ,17.0, ,1.6, ,141.4, ,23.7, 
75,Irvine,South Coast Valleys,8/25/2019,237,5.96, ,0.00, ,305, ,1.8, ,32.6, ,16.6, ,24.0, ,100, ,34, ,59, ,15.5, ,1.5, ,126.8, ,23.9, 
75,Irvine,South Coast Valleys,8/26/2019,238,5.90, ,0.00, ,304, ,1.7, ,32.1, ,15.3, ,24.0, ,95, ,35, ,57, ,15.1, ,1.5, ,132.2, ,23.9, 
75,Irvine,South Coast Valleys,8/27/2019,239,5.55, ,0.00, ,299, ,2.0, ,30.0, ,17.4, ,23.2, ,100, ,47, ,71, ,17.7, ,1.8, ,156.2, ,24.0, 
75,Irvine,South Coast Valleys,8/28/2019,240,4.89, ,0.00, ,277, ,2.1, ,28.6, ,17.0, ,22.2, ,99, ,55, ,77, ,17.9, ,1.5, ,132.2, ,24.1, 
75,Irvine,South Coast Valleys,8/29/2019,241,5.43, ,0.00, ,301, ,2.1, ,29.7, ,17.5, ,23.5, ,92, ,55, ,72, ,18.0, ,1.5, ,132.6, ,24.2, 
75,Irvine,South Coast Valleys,8/30/2019,242,5.63, ,0.00, ,305, ,2.0, ,31.4, ,17.8, ,24.0, ,90, ,40, ,67, ,17.4, ,1.5, ,132.6, ,24.3, 
75,Irvine,South Coast Valleys,8/31/2019,243,5.26, ,0.00, ,294, ,2.1, ,32.0, ,17.9, ,23.2, ,98, ,45, ,74, ,18.3, ,1.5, ,133.7, ,24.3, 
75,Irvine,South Coast Valleys,9/1/2019,244,4.85, ,0.00, ,271, ,2.2, ,29.2, ,18.1, ,22.9, ,99, ,59, ,77, ,18.7, ,1.6, ,138.7, ,24.5, 
75,Irvine,South Coast Valleys,9/2/2019,245,5.57, ,0.00, ,279, ,2.0, ,35.1, ,18.5, ,25.7, ,99, ,27, ,62, ,17.7, ,1.5, ,126.3, ,24.5, 
75,Irvine,South Coast Valleys,9/3/2019,246,5.70, ,0.00, ,286, ,2.0, ,33.8, ,18.7, ,25.9, ,98, ,38, ,60, ,17.5, ,1.5, ,127.0, ,24.8, 
75,Irvine,South Coast Valleys,9/4/2019,247,5.72, ,0.00, ,283, ,1.9, ,34.9, ,16.6, ,26.2, ,93, ,31, ,56, ,16.8, ,1.7, ,148.9, ,24.7, 
75,Irvine,South Coast Valleys,9/5/2019,248,4.56, ,0.00, ,229, ,2.1, ,32.8, ,18.8, ,25.9, ,95, ,43, ,63, ,18.4, ,1.5, ,130.3, ,24.7, 
75,Irvine,South Coast Valleys,9/6/2019,249,5.55, ,0.00, ,292, ,2.0, ,32.7, ,18.6, ,25.3, ,98, ,34, ,62, ,17.4, ,1.5, ,127.2, ,24.8, 
75,Irvine,South Coast Valleys,9/7/2019,250,5.32, ,0.00, ,294, ,1.9, ,31.6, ,15.7, ,23.5, ,95, ,38, ,66, ,16.7, ,1.7, ,148.3, ,24.6, 
75,Irvine,South Coast Valleys,9/8/2019,251,4.91, ,0.00, ,288, ,1.8, ,27.0, ,16.6, ,21.3, ,94, ,53, ,70, ,15.6, ,1.7, ,144.2, ,24.4, 
75,Irvine,South Coast Valleys,9/9/2019,252,4.45, ,0.00, ,264, ,1.8, ,27.4, ,15.1, ,20.6, ,98, ,54, ,74, ,15.8, ,1.9, ,160.8, ,24.0, 
75,Irvine,South Coast Valleys,9/10/2019,253,4.28, ,0.00, ,246, ,1.6, ,25.8, ,15.9, ,20.3, ,89, ,50, ,69, ,14.4, ,1.9, ,161.9, ,23.7, 
75,Irvine,South Coast Valleys,9/11/2019,254,4.75, ,0.00, ,286, ,1.7, ,26.4, ,13.9, ,20.2, ,98, ,52, ,72, ,15.0, ,1.5, ,131.9, ,23.3, 
75,Irvine,South Coast Valleys,9/12/2019,255,4.99, ,0.00, ,288,R,1.9, ,30.5, ,15.0, ,21.8, ,98, ,49, ,73, ,16.8, ,1.5, ,126.2, ,23.2, 
75,Irvine,South Coast Valleys,9/13/2019,256,5.26, ,0.00, ,287,R,1.8, ,33.0, ,14.2, ,23.6, ,97, ,40, ,63, ,16.1, ,1.4, ,117.2, ,23.3, 
75,Irvine,South Coast Valleys,9/14/2019,257,5.46, ,0.00, ,289,R,1.5, ,34.2, ,13.0, ,24.1, ,96, ,24, ,50, ,13.1, ,1.3, ,114.3, ,23.3, 
75,Irvine,South Coast Valleys,9/15/2019,258,4.36, ,0.00, ,229, ,1.6, ,31.7, ,13.1, ,21.9, ,89, ,35, ,62, ,14.3, ,1.4, ,117.9, ,23.1, 
75,Irvine,South Coast Valleys,9/16/2019,259,4.43, ,0.10, ,254, ,1.9, ,28.8, ,16.2, ,21.6, ,98, ,43, ,72, ,16.3, ,1.6, ,139.5, ,23.0, 
75,Irvine,South Coast Valleys,9/17/2019,260,4.82, ,0.00, ,284,R,1.7, ,27.4, ,14.1, ,20.5, ,97, ,49, ,70, ,15.0, ,1.6, ,137.2, ,22.9, 
75,Irvine,South Coast Valleys,9/18/2019,261,4.64, ,0.00, ,278,R,1.7, ,26.6, ,14.9, ,20.3, ,98, ,52, ,72, ,15.1, ,1.7, ,142.6, ,22.7, 
75,Irvine,South Coast Valleys,9/19/2019,262,4.43, ,0.00, ,263, ,1.7, ,25.7, ,15.2, ,20.1, ,97, ,54, ,73, ,15.2, ,1.9, ,160.4, ,22.5, 
75,Irvine,South Coast Valleys,9/20/2019,263,4.52, ,0.00, ,273,R,1.7, ,25.7, ,15.4, ,20.3, ,91, ,52, ,71, ,14.8, ,1.5, ,133.0, ,22.5, 
75,Irvine,South Coast Valleys,9/21/2019,264,4.63, ,0.00, ,271,R,1.8, ,28.7, ,14.0, ,21.4, ,98, ,50, ,70, ,15.7, ,1.6, ,138.6, ,22.4, 
75,Irvine,South Coast Valleys,9/22/2019,265,4.24, ,0.00, ,229, ,1.8, ,32.5, ,14.0, ,22.7, ,97, ,29, ,65, ,15.7, ,1.4, ,118.3, ,22.4, 
75,Irvine,South Coast Valleys,9/23/2019,266,4.13, ,0.00, ,242, ,1.8, ,28.4, ,15.8, ,21.0, ,97, ,52, ,73, ,16.0, ,1.5, ,132.9, ,22.6, 
75,Irvine,South Coast Valleys,9/24/2019,267,4.49, ,0.00, ,259, ,1.9, ,29.5, ,14.8, ,22.1, ,91, ,48, ,70, ,16.4, ,1.5, ,129.4, ,22.5, 
75,Irvine,South Coast Valleys,9/25/2019,268,3.90, ,0.10, ,224, ,1.9, ,28.4, ,15.6, ,21.3, ,96, ,53, ,76, ,16.9, ,2.1,Y,180.3,Y,22.7, 
75,Irvine,South Coast Valleys,9/26/2019,269,1.32, ,0.20, ,86, ,2.0, ,24.3, ,18.4, ,20.8, ,96, ,68, ,80, ,17.2, ,1.7, ,148.6, ,22.5, 
75,Irvine,South Coast Valleys,9/27/2019,270,1.26, ,0.10, ,100, ,1.9, ,24.4, ,18.0, ,20.1, ,98, ,60, ,80, ,16.5, ,1.4, ,119.4, ,22.4, 
75,Irvine,South Coast Valleys,9/28/2019,271,0.73, ,1.20, ,65, ,1.8, ,21.4, ,16.2, ,18.4, ,99, ,71, ,84, ,15.6, ,1.7, ,147.5, ,22.2, 
75,Irvine,South Coast Valleys,9/29/2019,272,4.00, ,0.00, ,251, ,1.4, ,22.8, ,12.9, ,17.5, ,98, ,43, ,68, ,11.4, ,1.8, ,156.2, ,21.7, 
75,Irvine,South Coast Valleys,9/30/2019,273,4.15, ,0.00, ,262,R,1.2, ,23.5, ,10.1, ,16.5, ,98, ,42, ,63, ,9.4, ,1.6, ,138.5, ,21.0, 
75,Irvine,South Coast Valleys,10/1/2019,274,4.04, ,0.00, ,254,R,1.3, ,23.4, ,10.2, ,17.2, ,95, ,44, ,64, ,10.4, ,1.5, ,131.2, ,20.4, 
75,Irvine,South Coast Valleys,10/2/2019,275,4.26, ,0.00, ,258,R,1.3, ,26.2, ,10.0, ,18.1, ,93, ,39, ,63, ,10.8, ,1.5, ,130.7, ,20.2, 
75,Irvine,South Coast Valleys,10/3/2019,276,4.08, ,0.00, ,257,R,1.4, ,25.8, ,11.1, ,17.7, ,97, ,43, ,67, ,11.6, ,1.4, ,122.9, ,20.0, 
75,Irvine,South Coast Valleys,10/4/2019,277,4.16, ,0.00, ,259,R,1.3, ,25.4, ,9.4, ,17.6, ,94, ,36, ,63, ,10.3, ,1.4, ,124.3, ,19.8, 
75,Irvine,South Coast Valleys,10/5/2019,278,4.35, ,0.00, ,256,R,1.2, ,27.6, ,9.2, ,18.7, ,90, ,32, ,54, ,9.2, ,1.5, ,129.3, ,19.6, 
75,Irvine,South Coast Valleys,10/6/2019,279,4.50, ,0.00, ,256,R,1.2, ,31.0, ,9.4, ,19.8, ,92, ,22, ,50, ,9.2, ,1.4, ,120.8, ,19.5, 
75,Irvine,South Coast Valleys,10/7/2019,280,4.20, ,0.00, ,247,R,1.3, ,29.1, ,9.2, ,19.8, ,84, ,28, ,56, ,10.7, ,1.3, ,114.0, ,19.5, 
75,Irvine,South Coast Valleys,10/8/2019,281,4.10, ,0.00, ,247,R,1.4, ,28.5, ,8.7, ,18.8, ,94, ,31, ,63, ,11.5, ,1.5, ,127.2, ,19.5, 
75,Irvine,South Coast Valleys,10/9/2019,282,3.61, ,0.00, ,228, ,1.5, ,23.5, ,13.8, ,18.0, ,95, ,56, ,73, ,13.1, ,2.2, ,186.1, ,19.7, 
75,Irvine,South Coast Valleys,10/10/2019,283,5.14, ,0.10, ,235,R,0.7, ,29.4, ,11.9, ,21.5, ,97, ,3, ,28, ,2.0, ,2.4, ,205.5, ,19.7, 
75,Irvine,South Coast Valleys,10/11/2019,284,5.58, ,0.00, ,247,R,0.3,Y,31.5, ,14.5, ,23.8, ,27, ,4, ,10,Y,-10.1,Y,2.5,Y,215.7,Y,18.7, 
75,Irvine,South Coast Valleys,10/12/2019,285,4.18, ,0.00, ,243,R,0.8, ,27.6, ,6.0,Y,18.5, ,68, ,18, ,37, ,3.5, ,1.5, ,125.4, ,18.3, 
75,Irvine,South Coast Valleys,10/13/2019,286,3.54, ,0.00, ,233,R,1.4, ,24.6, ,9.9, ,17.6, ,92, ,50, ,68, ,11.6, ,1.7, ,143.9, ,18.3, 
75,Irvine,South Coast Valleys,10/14/2019,287,3.40, ,0.00, ,220, ,1.5, ,23.6, ,13.2, ,17.4, ,97, ,53, ,73, ,12.6, ,1.4, ,119.6, ,18.7, 
75,Irvine,South Coast Valleys,10/15/2019,288,3.69, ,0.10, ,226,R,1.5, ,29.0, ,10.5, ,19.0, ,98, ,40, ,66, ,12.6, ,1.5, ,125.8, ,18.6, 
75,Irvine,South Coast Valleys,10/16/2019,289,3.78, ,0.00, ,205, ,1.3, ,30.6, ,11.7, ,20.4, ,89, ,26, ,55, ,11.2, ,1.3, ,114.7, ,18.8, 
75,Irvine,South Coast Valleys,10/17/2019,290,3.46, ,0.00, ,219, ,1.6, ,24.8, ,13.3, ,18.4, ,97, ,49, ,75, ,13.8, ,2.2, ,186.9, ,19.0, 
75,Irvine,South Coast Valleys,10/18/2019,291,3.39, ,0.00, ,219,R,1.4, ,25.1, ,12.4, ,17.9, ,98, ,50, ,68, ,11.9, ,1.5, ,131.2, ,18.9, 
75,Irvine,South Coast Valleys,10/19/2019,292,3.52, ,0.00, ,224,R,1.2, ,25.1, ,9.7, ,17.7, ,94, ,44, ,61, ,10.1, ,1.4, ,118.5, ,18.5, 
75,Irvine,South Coast Valleys,10/20/2019,293,3.49, ,0.00, ,218,R,1.3, ,27.3, ,9.8, ,19.0, ,96, ,40, ,61, ,11.3, ,1.4, ,121.0, ,18.3, 
75,Irvine,South Coast Valleys,10/21/2019,294,4.28, ,0.00, ,220,R,0.8, ,32.6, ,10.2, ,22.7, ,69, ,15, ,28, ,3.5, ,1.5, ,126.9, ,18.3, 
75,Irvine,South Coast Valleys,10/22/2019,295,4.31, ,0.00, ,222,R,0.8, ,35.1,Y,10.8, ,23.9,Y,65, ,14, ,26,Y,3.2,Y,1.4, ,122.3, ,18.3, 
75,Irvine,South Coast Valleys,10/23/2019,296,4.11, ,0.00, ,216,R,0.8, ,33.2, ,12.2, ,22.8, ,60, ,16, ,28, ,3.5, ,1.3, ,114.0, ,18.3, 
75,Irvine,South Coast Valleys,10/24/2019,297,4.34,R,0.00, ,222,R,0.4,Y,35.4,Y,15.2, ,28.0,R,53,H,5,H,,R,,I,2.4, ,211.3, ,18.2, 
75,Irvine,South Coast Valleys,10/25/2019,298,4.54,R,0.00, ,214,R,0.4,Y,33.7, ,15.0, ,25.6,Y,27,H,6,H,13,Y,-4.8,Y,1.7, ,149.0, ,17.8, 
75,Irvine,South Coast Valleys,10/26/2019,299,4.27, ,0.00, ,215,R,0.6, ,31.9, ,10.6, ,22.1, ,59, ,10, ,24, ,0.5, ,1.7, ,151.1, ,17.7, 
75,Irvine,South Coast Valleys,10/27/2019,300,3.20, ,0.00, ,177, ,1.3, ,21.8, ,12.4, ,17.3, ,86, ,46, ,66, ,10.8, ,3.1,Y,266.2,Y,17.5, 
75,Irvine,South Coast Valleys,10/28/2019,301,3.93, ,0.00, ,216,R,0.5, ,25.2, ,11.7, ,18.0, ,81, ,9, ,23, ,-3.6, ,2.0, ,176.9, ,17.0, 
75,Irvine,South Coast Valleys,10/29/2019,302,3.29, ,0.00, ,202,R,1.0, ,22.3, ,6.8, ,15.1, ,85, ,31, ,56, ,6.5, ,1.8, ,152.7, ,16.4, 
75,Irvine,South Coast Valleys,10/30/2019,303,4.52, ,0.00, ,212,R,0.2,Y,24.4, ,10.0, ,18.1, ,76, ,3, ,11,Y,-13.1,Y,3.0,Y,260.4,Y,15.7, 
75,Irvine,South Coast Valleys,10/31/2019,304,3.59, ,0.00, ,215,R,0.3,Y,26.3, ,5.2,Y,16.9, ,34, ,5, ,14,Y,-11.1,Y,1.6, ,138.9, ,14.6, 
75,Irvine,South Coast Valleys,11/1/2019,305,3.47, ,0.00, ,209,R,0.4, ,27.1, ,2.6,Y,16.3, ,69, ,10, ,23, ,-4.6, ,1.4, ,122.9, ,14.3, 
75,Irvine,South Coast Valleys,11/2/2019,306,3.33, ,0.00, ,190, ,0.5, ,27.8, ,5.9, ,17.1, ,64, ,11, ,26, ,-2.7, ,1.4, ,119.1, ,14.4, 
75,Irvine,South Coast Valleys,11/3/2019,307,3.31, ,0.00, ,203,R,0.6, ,26.3, ,4.7, ,16.5, ,67, ,15, ,33, ,0.2, ,1.4, ,121.0, ,14.4, 
75,Irvine,South Coast Valleys,11/4/2019,308,3.20, ,0.00, ,196,R,0.8, ,27.3, ,5.2, ,16.3, ,75, ,19, ,41, ,3.0, ,1.3, ,115.1, ,14.4, 
75,Irvine,South Coast Valleys,11/5/2019,309,2.90, ,0.00, ,189,R,1.1, ,25.5, ,7.2, ,16.5, ,83, ,33, ,56, ,7.7, ,1.3, ,112.1, ,14.5, 
75,Irvine,South Coast Valleys,11/6/2019,310,2.36, ,0.20, ,171, ,1.5, ,23.2, ,9.6, ,16.0, ,99, ,58, ,82, ,12.8, ,1.3, ,114.4, ,15.0, 
75,Irvine,South Coast Valleys,11/7/2019,311,2.47, ,0.20, ,173, ,1.5, ,24.4, ,11.9, ,16.6, ,99, ,51, ,78, ,12.7, ,1.3, ,112.5, ,15.8, 
75,Irvine,South Coast Valleys,11/8/2019,312,2.96, ,0.40, ,185,R,1.2, ,28.6, ,8.1, ,18.3, ,99, ,22, ,59, ,10.1, ,1.2, ,101.2, ,15.8, 
